instance_id,event_key,node_id,event_kind,occurrence,distance,alignment_status,threshold,threshold_source,declared_contaminated
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--006,call_model|model_request|0,call_model,model_request,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--006,call_model|model_response|0,call_model,model_response,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--006,tool::calculate|tool_call|0,tool::calculate,tool_call,0,0.27264702463938817,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--006,load_memory|memory_read|1,load_memory,memory_read,1,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--006,call_model|model_request|1,call_model,model_request,1,0.0037745041065646973,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--006,call_model|model_response|1,call_model,model_response,1,0.012499999999999999,matched,0.012500001,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--007,load_memory|memory_read|0,load_memory,memory_read,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--007,call_model|model_request|0,call_model,model_request,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--007,call_model|model_response|0,call_model,model_response,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--007,tool::calculate|tool_call|0,tool::calculate,tool_call,0,0.27424155603383826,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--007,load_memory|memory_read|1,load_memory,memory_read,1,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--007,call_model|model_request|1,call_model,model_request,1,0.004040259338973048,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--007,call_model|model_response|1,call_model,model_response,1,0.0060537561243805766,matched,0.012500001,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--008,load_memory|memory_read|0,load_memory,memory_read,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--008,call_model|model_request|0,call_model,model_request,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--008,call_model|model_response|0,call_model,model_response,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--008,tool::calculate|tool_call|0,tool::calculate,tool_call,0,0.27413987147012736,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--008,load_memory|memory_read|1,load_memory,memory_read,1,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--008,call_model|model_request|1,call_model,model_request,1,0.004023311911687896,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--008,call_model|model_response|1,call_model,model_response,1,0.012499999999999999,matched,0.012500001,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--009,load_memory|memory_read|0,load_memory,memory_read,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--009,call_model|model_request|0,call_model,model_request,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--009,call_model|model_response|0,call_model,model_response,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--009,tool::calculate|tool_call|0,tool::calculate,tool_call,0,0.2739497382528072,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--009,load_memory|memory_read|1,load_memory,memory_read,1,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--009,call_model|model_request|1,call_model,model_request,1,0.0039916230421345325,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--009,call_model|model_response|1,call_model,model_response,1,0.012499999999999999,matched,0.012500001,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--010,load_memory|memory_read|0,load_memory,memory_read,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--010,call_model|model_request|0,call_model,model_request,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--010,call_model|model_response|0,call_model,model_response,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--010,tool::calculate|tool_call|0,tool::calculate,tool_call,0,0.27407352089580617,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--010,load_memory|memory_read|1,load_memory,memory_read,1,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--010,call_model|model_request|1,call_model,model_request,1,0.004012253482634357,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--010,call_model|model_response|1,call_model,model_response,1,0.012499999999999999,matched,0.012500001,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--011,load_memory|memory_read|0,load_memory,memory_read,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--011,call_model|model_request|0,call_model,model_request,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--011,call_model|model_response|0,call_model,model_response,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--011,tool::calculate|tool_call|0,tool::calculate,tool_call,0,0.27397902265716056,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--011,load_memory|memory_read|1,load_memory,memory_read,1,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--011,call_model|model_request|1,call_model,model_request,1,0.003996503776193428,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--011,call_model|model_response|1,call_model,model_response,1,0.012499999999999999,matched,0.012500001,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--012,load_memory|memory_read|0,load_memory,memory_read,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--012,call_model|model_request|0,call_model,model_request,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--012,call_model|model_response|0,call_model,model_response,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--012,tool::calculate|tool_call|0,tool::calculate,tool_call,0,0.27467093953370225,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--012,load_memory|memory_read|1,load_memory,memory_read,1,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--012,call_model|model_request|1,call_model,model_request,1,0.004111823255617043,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--012,call_model|model_response|1,call_model,model_response,1,0.012499999999999999,matched,0.012500001,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--013,load_memory|memory_read|0,load_memory,memory_read,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--013,call_model|model_request|0,call_model,model_request,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--013,call_model|model_response|0,call_model,model_response,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--013,tool::calculate|tool_call|0,tool::calculate,tool_call,0,0.2742946477165756,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--013,load_memory|memory_read|1,load_memory,memory_read,1,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--013,call_model|model_request|1,call_model,model_request,1,0.0040491079527626,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--013,call_model|model_response|1,call_model,model_response,1,0.012499999999999999,matched,0.012500001,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--014,load_memory|memory_read|0,load_memory,memory_read,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--014,call_model|model_request|0,call_model,model_request,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--014,call_model|model_response|0,call_model,model_response,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--014,tool::calculate|tool_call|0,tool::calculate,tool_call,0,0.2746545195485696,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--014,load_memory|memory_read|1,load_memory,memory_read,1,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--014,call_model|model_request|1,call_model,model_request,1,0.004109086591428269,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--014,call_model|model_response|1,call_model,model_response,1,0.012499999999999999,matched,0.012500001,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--000,load_memory|memory_read|0,load_memory,memory_read,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--000,call_model|model_request|0,call_model,model_request,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--000,call_model|model_response|0,call_model,model_response,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--000,tool::calculate|tool_call|0,tool::calculate,tool_call,0,0.002511665108437683,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--000,load_memory|memory_read|1,load_memory,memory_read,1,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--000,call_model|model_request|1,call_model,model_request,1,0.0004186108514062805,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--000,call_model|model_response|1,call_model,model_response,1,0.0027747012684332787,matched,0.012500001,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--001,load_memory|memory_read|0,load_memory,memory_read,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--001,call_model|model_request|0,call_model,model_request,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--001,call_model|model_response|0,call_model,model_response,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--001,tool::calculate|tool_call|0,tool::calculate,tool_call,0,0.002204343794105576,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--001,load_memory|memory_read|1,load_memory,memory_read,1,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--001,call_model|model_request|1,call_model,model_request,1,0.00036739063235092937,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--001,call_model|model_response|1,call_model,model_response,1,0.0015623718514982694,matched,0.012500001,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--002,load_memory|memory_read|0,load_memory,memory_read,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--002,call_model|model_request|0,call_model,model_request,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--002,call_model|model_response|0,call_model,model_response,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--002,tool::calculate|tool_call|0,tool::calculate,tool_call,0,0.002283202642807608,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--002,load_memory|memory_read|1,load_memory,memory_read,1,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--002,call_model|model_request|1,call_model,model_request,1,0.000380533773801268,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--002,call_model|model_response|1,call_model,model_response,1,0.006192936351683979,matched,0.012500001,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--003,load_memory|memory_read|0,load_memory,memory_read,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--003,call_model|model_request|0,call_model,model_request,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--003,call_model|model_response|0,call_model,model_response,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--003,tool::calculate|tool_call|0,tool::calculate,tool_call,0,0.0019462647612611488,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--003,load_memory|memory_read|1,load_memory,memory_read,1,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--003,call_model|model_request|1,call_model,model_request,1,0.00032437746021019145,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--003,call_model|model_response|1,call_model,model_response,1,0.012499999999999999,matched,0.012500001,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--004,load_memory|memory_read|0,load_memory,memory_read,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--004,call_model|model_request|0,call_model,model_request,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--004,call_model|model_response|0,call_model,model_response,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--004,tool::calculate|tool_call|0,tool::calculate,tool_call,0,0.0020830973579055835,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--004,load_memory|memory_read|1,load_memory,memory_read,1,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--004,call_model|model_request|1,call_model,model_request,1,0.0003471828929842639,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--004,call_model|model_response|1,call_model,model_response,1,0.006804176524480937,matched,0.012500001,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--005,load_memory|memory_read|0,load_memory,memory_read,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--005,call_model|model_request|0,call_model,model_request,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--005,call_model|model_response|0,call_model,model_response,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--005,tool::calculate|tool_call|0,tool::calculate,tool_call,0,0.004406527335808266,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--005,load_memory|memory_read|1,load_memory,memory_read,1,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--005,call_model|model_request|1,call_model,model_request,1,0.000734421222634711,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--005,call_model|model_response|1,call_model,model_response,1,0.012499999999999999,matched,0.012500001,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--006,load_memory|memory_read|0,load_memory,memory_read,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--006,call_model|model_request|0,call_model,model_request,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--006,call_model|model_response|0,call_model,model_response,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--006,tool::calculate|tool_call|0,tool::calculate,tool_call,0,0.00206725764389071,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--006,load_memory|memory_read|1,load_memory,memory_read,1,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--006,call_model|model_request|1,call_model,model_request,1,0.0003445429406484517,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--006,call_model|model_response|1,call_model,model_response,1,0.0024283186020843746,matched,0.012500001,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--007,load_memory|memory_read|0,load_memory,memory_read,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--007,call_model|model_request|0,call_model,model_request,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--007,call_model|model_response|0,call_model,model_response,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--007,tool::calculate|tool_call|0,tool::calculate,tool_call,0,0.0016519112664879405,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--007,load_memory|memory_read|1,load_memory,memory_read,1,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--007,call_model|model_request|1,call_model,model_request,1,0.00027531854441465673,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--007,call_model|model_response|1,call_model,model_response,1,0.004730948132154326,matched,0.012500001,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--008,load_memory|memory_read|0,load_memory,memory_read,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--008,call_model|model_request|0,call_model,model_request,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--008,call_model|model_response|0,call_model,model_response,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--008,tool::calculate|tool_call|0,tool::calculate,tool_call,0,0.0018776475631378908,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--008,load_memory|memory_read|1,load_memory,memory_read,1,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--008,call_model|model_request|1,call_model,model_request,1,0.0003129412605229818,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--incorrect_numeric_value--008,call_model|model_response|1,call_model,model_response,1,0.002819590607289472,matched,0.012500001,frozen_v2_calibration,False
